post_shortcode,commenter_username,comment_text,comment_likes
DHjSCYmxG8N,alb_erteinstein01,Financial recovery services,0
DHjSCYmxG8N,cesarjponce,Goat,0
DHjSCYmxG8N,robson_handsome,Looking for friends in this place,0
DHjSCYmxG8N,jjrameckers,Stop wasting my taxes money :enraged_face:,0
DHjSCYmxG8N,cesarjponce,This is your invite to next years Oklahoma Youth State tournament! We bleed RED over here! :United_States::saluting_face:,0
DHjSCYmxG8N,thorpy969,MAGA IS A GLOBAL EMBARRASSMENT,0
DHjSCYmxG8N,peaceartforever6,"America enjoy your dictator ,you deserve him",0
DHjSCYmxG8N,bipome_,"Yeah I ll be like, “take your hand off of me!”",0
DHjSCYmxG8N,andrewgoodman521,,0
DHjSCYmxG8N,nicolasgirerdbarclay,If trump touched my neck I'd rip my skin off.,0
DHjSCYmxG8N,devin_vize,Second pic is right before they kiss,0
DHjSCYmxG8N,hedgeyplays,God I hate the political system rn. The whole point is to vote someone into office who mostly everyone can agree upon and we can come together as the people and all support and help each other. George Washington literally said don’t make political parties and then what do we do right after? Make political parties. No one is in the right and no one is in the wrong on both sides. We’re all Americans so stop fighting like toddlers.,1
DHjSCYmxG8N,_erikaolivares_,What happened to Jessica Aber,0
DHjSCYmxG8N,anawilkinsonart,,0
DHjSCYmxG8N,scottldod,The President loves winners!,0
DHjSCYmxG8N,rvlonnie,What an embarrassing pog he is,0
DHjSCYmxG8N,aarontmp_,Look at that dap. Prez is a g,0
DHjSCYmxG8N,piercegently,#tesler,0
DHjSCYmxG8N,egertonkamara91,Salute straight from Sierra Leone :Sierra_Leone:,0
DHjSCYmxG8N,latifeh_vibes,آمریکا به ایران دو ما ه فرصت داده به دولت ایران ،در واقع به تمام افغانی ها و رشتی ها و کوردها و دوستانش دو ماه مهلت دادن که زودتر از ایران خارج شوند و بعد ایران را بمباران میکنند ،من و خواهرم سهیلا و مادرم هم در ایران توسط ایلات متحده آمریکا بمباران می‌شویم ،بنظرم ایلات متحده آمریکا خیانت می‌کنند و باید اول افغانستان را بمباران کند مخصوصا غزنی و قره باغ غزنی و بعد شمالی افغانستان را ،چرا ایران را بمباران میکنند ،تمام جنایت ها از پشتونها ست و بس,0
DHjSCYmxG8N,bobbybowman133,GBR! :oncoming_fist_light_skin_tone:,0
DHjSCYmxG8N,paullevesquedafm,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,0
DHjSCYmxG8N,miss___sarah,,0
DHjSCYmxG8N,kelseythefangirl7,Glad to see my tax money going to something other than golf I guess,0
DHjSCYmxG8N,ms_ladyshanice,So cool :United_States::clapping_hands_medium-dark_skin_tone::United_States::clapping_hands_medium-dark_skin_tone:,0
DHjSCYmxG8N,jermyedwin,People’s Chump.,0
DHjSCYmxG8N,ldog2.0,That’s our guy!!!:red_heart::fire::United_States:,0
DHjSCYmxG8N,servetakkaya_official,:red_heart:,0
DHjSCYmxG8N,jonathanvasquez006,Ts is not tough,0
DHjSCYmxG8N,roli_2509,Russia first:flexed_biceps:,0
DHjSCYmxG8N,mozhgan_meymandi,#Trust_Trump,0
DHjSCYmxG8N,milad_godarzi_moazami_usa,:red_heart::red_heart:,0
DHjSCYmxG8N,record_fan72,"The National Park budget is $3.6 billion, it produces $55 billion in revenue.
Still wonder how he bankrupted a casino?",0
DHjSCYmxG8N,strictly.stephanie,Orange tyrant attends event = newsworthy,0
DHjSCYmxG8N,insta_armand,MAWA,0
DHjSCYmxG8N,mosaic_boy_chicago,"Hard at work on rising grocery prices, Orange Dunce?",0
DHjSCYmxG8N,the_contemporarygentleman,The Media: Trump strangles minority.,0
DHjSCYmxG8N,phillymike50,"If Israel Elon Musk Trump Billionaires Republican party Democratic Party does not face accountability for crimes against humanity, then the rule of law means nothing",0
DHjSCYmxG8N,vtface,That's my president!!!,0
DHjSCYmxG8N,e_j_b32,The RADICAL LEFT is going :banana: right now,0
DHjSCYmxG8N,gpjack19,"Romans 10:9 states, ""If you declare with your mouth, “Jesus is Lord,” and believe in your heart that God raised him from the dead, you will be saved :latin_cross::folded_hands_light_skin_tone:",0
DHjSCYmxG8N,palle.avanti,In this profile I saw more photos that are sports related than actual political stuff. If this is what makes you proud...,0
DHjSCYmxG8N,isaacswitzer13,fucking badasss,0
DHjSCYmxG8N,mohmad.tay,I am Mohammed from Gaza. Save us. Our children need you. We are dying slowly. Take care of us. :loudly_crying_face::folded_hands:,2
DHjSCYmxG8N,bestfriends.diamonds,"A wrestling match where no one’s sure if it’s sport, satire, or the next campaign strategy. Grip strength: presidential.:red_heart:",0
DHjSCYmxG8N,mohmad.tay,":pensive_face:What is the fault of my daughter that she sleeps in this cold, hungry, and the prices are rising every day. We do not know where the end of this war will be. Please, we are exhausted and very tired. Please, I have a donation account. Do not ignore this, please. :folded_hands::folded_hands:AA",1
DHjSCYmxG8N,phillymike50,We are witnessing RACISM FASCISM CORRUPTION APARTHEID ZIONISM cult members committing crimes without facing any accountability. You will never find justice in a world where criminals make the law. Bob Marley,0
DHjSCYmxG8N,jdannytc,Papi Trump :United_States::eagle::eagle::flexed_biceps_medium_skin_tone::United_States::saluting_face:,0
DHjSCYmxG8N,ubaid._027,"Free Palestine :Palestinian_Territories::Palestinian_Territories:
No one is interested in counting the war and supporting Isreal We need a Ceasefire",2
DHjSCYmxG8N,itswilbz,Comment on the fact that ICE facilities in Miami are treating people worse than animals shelters do stray dogs,5
DHjSCYmxG8N,roddybear16,A man’s man!,0
DHjSCYmxG8N,jay_evan8,Thank you so much Mr president :United_States: :red_heart:,0
DHjSCYmxG8N,alena.boyko___,"Росія продовжує бити по інфраструктури України, про що там Волц патякає??",0
DHjSCYmxG8N,sajad_safai2020,:red_heart:,0
DHjSCYmxG8N,jacques__he,,0
DHjSCYmxG8N,cbct_chi,,0
DHjSCYmxG8N,scottys1230,None of these people seem actually happy to meet him. They seem uncomfortable,0
DHjSCYmxG8N,the_sexy_leopardess,:fire:,0
DHjSCYmxG8N,dariaint_,men loving men. seems very DEI,0
DHjSCYmxG8N,yerpwasgood,First photo so iconic :loudly_crying_face:,0
DHjSCYmxG8N,ali.jon.khosro,Lovely move,0
DHjSCYmxG8N,victorrcp59,Impeach,0
DHjSCYmxG8N,white_snow69,"Do you job, wait I remember! You don’t know how, you have never had a real job!",0
DHjSCYmxG8N,nachmanmeumanbaby,Hey :waving_hand: Mr President :beaming_face_with_smiling_eyes::United_States:,0
DHjSCYmxG8N,jlrodriguez489,,0
DHjSCYmxG8N,nachmanmeumanbaby,Hope That War Between Ukraine And Russia Ends Soon :beaming_face_with_smiling_eyes:,0
DHjSCYmxG8N,stevenpittman37,He need to get out of office,0
DHjSCYmxG8N,leemesner,I hope the athlete scrubs and sanitizes his neck after being held by it.,0
DHjSCYmxG8N,hari.snoor2025,Looking face trump expired old and trump pee only pee otherwise no power and trump president of America :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::weary_cat::weary_cat::weary_cat::weary_cat::litter_in_bin_sign::litter_in_bin_sign::litter_in_bin_sign::litter_in_bin_sign:,0
DHjSCYmxG8N,junes.daughter,:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,0
DHjSCYmxG8N,sabater666,:United_States::saluting_face:,0
DHjSCYmxG8N,alishahi4578,"Come on, fake news has started again on Twitter, we don't know if Trump is president or Obama",0
DHjSCYmxG8N,sweets_by_lindazully,:face_vomiting::face_vomiting::face_vomiting::face_vomiting:,0
DHjSCYmxG8N,eze____zaddy,:United_States:,0
DHjSCYmxG8N,sara_smiled,They don't even want to be near you,0
DHjSCYmxG8N,hari.snoor2025,I see you have no mind your mouth everytime like donkey money money money money,0
DHjSCYmxG8N,krisaallegra,Lobbying all his uneducated rednecks,0
DHjSCYmxG8N,jrbliss36,So how's everyone's 401k :face_with_rolling_eyes:,0
DHjSCYmxG8N,_miri725,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:,0
DHjSCYmxG8N,p.dianafinkelstein,:flexed_biceps_light_skin_tone:,0
DHjSCYmxG8N,breenasremi2020,:red_heart::United_States::red_heart::United_States::red_heart:,0
DHjSCYmxG8N,ssor99,Small hands :clown_face:,0
DHjSCYmxG8N,jrbliss36,So how's everyone's 401k :face_with_rolling_eyes:,0
DHjSCYmxG8N,kingmarcusantonio,"Man, our president just different :United_States::check_mark::flexed_biceps_medium-dark_skin_tone:",0
DHjSCYmxG8N,rachelle_kingdomlife,YES :United_States::United_States: so cool to see.,0
DHjSCYmxG8N,fight4ct,:United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States:,3
DHjSCYmxG8N,angermanagementtv,:clapping_hands_medium_skin_tone::clapping_hands_medium_skin_tone::clapping_hands_medium_skin_tone::clapping_hands_medium_skin_tone:,0
DHjSCYmxG8N,chadwickvongriffindor_3rd,Combover,0
DHjSCYmxG8N,heidi_xyz,Always attacking people of color.,0
DHjSCYmxG8N,bungspob3469,And how is this gonna bring down egg prices?,0
DHjSCYmxG8N,s_angel_228,He’s about to soil himself.,0
DHjSCYmxG8N,kennymacmillan,Pretending to be a President pretending to wrestle… what a joke.,0
DHjSCYmxG8N,dallaswhite2016,Proud to be an American!! :United_States: :United_States: :clapping_hands:,0
DHjSCYmxG8N,dorian_m_2004,Nothing else to do? :thinking_face: Is Putin already ruling the country?,0
DHjSCYmxG8N,khoshmarammohammadsaleh,"The European Court should deal with the crimes, aggressions, tortures and killing of innocent people of America, SDF and YPG in Syria. @whitehouse @michelleobama @melaniatrump @drbiden",0
DHjSCYmxG8N,kingofkabulcity,:clown_face:,0
DHjSCYmxG8N,quints11,Aura,0
DHjSCYmxG8N,cuisineart777,:white_circle::trophy::sparkles:,0
DHjSCYmxG8N,ozcyty,Too good always!!:flexed_biceps::saluting_face::United_States:,0
DHjSCYmxG8N,heathergraham1414,What a despicable old fart.,0
DHjSCYmxG8N,paul8ken,:clown_face::clown_face::clown_face:,0
DHjSCYmxG8N,hendoman13,Absolute waste of oxygen.,0
DHjSCYmxG8N,thomasrayman60,:United_States::United_States::United_States::United_States::United_States::United_States:,0
DHjSCYmxG8N,brian_ghamandy,Now that’s a President :clapping_hands_medium_skin_tone::United_States:,0
DHjSCYmxG8N,portlandsheart,Stop costing us money you sucka!,0
DHjSCYmxG8N,the_friendly_forest,I wonder what laws Steve Miller broke for you while you were wasting taxpayer dollars.,0
DHjSCYmxG8N,recklessr6ddy,Fuck trumpet,0
DHjSCYmxG8N,neuland.eu,Böse Mumie,0
DHjSCYmxG8N,avsev123,:face_vomiting: He is such an embarrassment,0
DHjSCYmxG8N,atchisonwilliamw,Cannot wait til a Vet who lost benefits comes unglued on the Nazi,0
DHjSCYmxG8N,m.midas1,We love him!!!,1
DHjSCYmxG8N,lionbenbenny,I be the biggest rapper outta Nigeria but I've never like it here and 99.9% of Nigerians all hate it here and willing to leave cuz of corrupt leadership system and abuse of power so #2025inAmerica pin,1
DHjSCYmxG8N,saeedpayan8,:grinning_face_with_big_eyes::beaming_face_with_smiling_eyes::grinning_face_with_smiling_eyes:,0
DHjSCYmxG8N,saeedpayan8,Mr trump love King love Me :index_pointing_up::blue_heart::nazar_amulet::crown::white_heart:,4
DHjSCYmxG8N,seyed_65raga1,@seyed_65raga2 :face_with_open_mouth::face_with_open_mouth::face_with_open_mouth:,0
DHjSCYmxG8N,saeedpayan8,:white_heart::white_heart::white_heart::white_heart::white_heart::white_heart::white_heart:,0
DHjSCYmxG8N,saeedpayan8,:rose::rose::rose::rose::rose::rose::rose:,0
DHjSCYmxG8N,saeedpayan8,:flexed_biceps_light_skin_tone::flexed_biceps_light_skin_tone::flexed_biceps_light_skin_tone::flexed_biceps_light_skin_tone::flexed_biceps_light_skin_tone::flexed_biceps_light_skin_tone::flexed_biceps_light_skin_tone:,0
DHjSCYmxG8N,saeedpayan8,:face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss:,0
DHjSCYmxG8N,saeedpayan8,:green_heart::white_heart::red_heart:,0
DHjSCYmxG8N,saeedpayan8,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0
DHjSCYmxG8N,saeedpayan8,No sheytan no akhoond no reza pahlavi,1
DHjSCYmxG8N,duartetava05,Donald's face :face_with_tears_of_joy:,7
DHjSCYmxG8N,tjeerd_de_wit,,6
DHjSCYmxG8N,nzarb_333,:kissing_face_with_closed_eyes:Taste the thread,1
DHjSCYmxG8N,tony_stark190,The Greatest!,0
DHjSCYmxG8N,kelvinluvsall,,0
DHjSCYmxG8N,bayernfaninnrw,,6
DHjSCYmxG8N,bayernfaninnrw,,0
DHjSCYmxG8N,shaundakin,Bwhahah,0
DHjSCYmxG8N,comedic_genius99,Awesome,0
DHjSCYmxG8N,allanganzman_,:United_States::red_heart:,0
DHjSCYmxG8N,thrillhorob,it's always a fucking sausage fest with this guy,6
DHjSCYmxG8N,shomarkhaled,"I am a civilian from Gaza. We are tired of everything. Tell me when the war will stop. When will the massacres and genocide stop? I don’t know what to say yet. We are dying slowly. Every day my children wake up to the sounds of bombing and terror. We are dying of hunger, pain and oppression. Please do not forget us from Your support and prayers:pleading_face::folded_hands::broken_heart:",10
DHjSCYmxG8N,ayyecs.fit,Wrestling a great sport :hundred_points:,0
DHjSCYmxG8N,henadz_aprosimau_ga_26,:United_States:,0
DHjSCYmxG8N,pedro_camuce,"EASY TO UNDERSTAND:

Soro$:plus:Bill Gate$ :plus:Anti-TRUMP Billionaire$:plus:ALL Funding Extreme Radical Left Protest$:plus: Corrupt Pre$$ (your$ fake new$):plus: Dictatorship$:plus: “WORLD Organization$”(UN, NATO, OA$, E$G, WHO, NGO$…):plus: Clinton:plus: Obama:plus:Biden:plus: War$:plus: Democrat$(Deep $tate, Woke Culture and Identity Agenda):plus:JUDICIAL ACTIVI$M:plus: “$tudent$” $upport$ Terrori$m:heavy_equals_sign:DI$GU$TING CORRUPT$?

DONALD TRUMP:plus: Vance:plus: Secretaries:plus: D.O.G.E.:plus: M.A.G.A.:plus: Freedom Speech:heavy_equals_sign: ALL STRONG AGAINST
CORRUPTION!
Good PEOPLE aren’t idiot!",1
DHjSCYmxG8N,q_cn5,I am from Gaza. Please help me by donating through the link in my bio to buy food. Please do not ignore. Your ignoring will kill my family.:broken_heart::pensive_face::Palestinian_Territories:,0
DHjSCYmxG8N,ben_esquire,One of the coolest Presidents ever! :United_States: :eagle: :United_States:,2
DHjSCYmxG8N,kieragilcrist,:United_States::United_States::United_States:,54
DHjSCYmxG8N,phillygeeeeee,VIVA DE MEXICO :Mexico:. HEIL TO IRAN :Iran: we Americans love other countries we don’t HATE them !  The only shit hole country as Adolf trumpet called them right now is the United States!!!,0
DHjSCYmxG8N,q_cn5,‏ألا يرى المجتمع الدولي هذه الأطفال والنساء والشهداء في غزة!؟ ‏إن لم يتحرك قلبك شفقةً عليهم وحباً لهم؛ إن لم يصرخ لسانك دعماً لهم؛ إن لم يسجد قلبُك لله دعاءً لهم؛ إن لم يعْلُكَ  الغضبُ حُرقةً عليهم؛ إن لم تكنْ بكلِّ كيانك لهم، فوالله لستَ إنساناً ولا مُتحضراً. ‏وأما دينُك فما استفدتَ منه شيئاً وحالك هي حالُ الخُذلان لهم! ‏فاللهم إنا نعلم أن كل شيء عندك بمقدار وإنا نعلم أنك لا تُضيعُ أجر الشهداء في سبيلك وإنا نعلم أنك حرمتَ الظُّلم وإنا نعلمُ أنَّك تُمْهِلُ ولكنَّك لا تُهمل، اللهم قد جاوزَ الظالمون المدى فاللهم منزل الكتاب فرجاً يشفي صدورَنا ويفرحُ به عبادُك المؤمنون.:broken_heart::Palestinian_Territories::pensive_face:,0
DHjSCYmxG8N,claudiusimioneasa,:light_bulb:,0
DHjSCYmxG8N,shikana_cosmetcs,:smiling_face_with_heart-eyes:,0
DHjSCYmxG8N,tylercrosbyy,Legendary,0
DHjSCYmxG8N,realkieranbrown,I thank the Lord every day you weren’t taken from us! :United_States::United_States::United_States:,1
DHjSCYmxG8N,morlikwornik1l,,0
DHjSCYmxG8N,2smartymcfly,:red_heart: my Prez,0
DHjSCYmxG8N,realtalkself,*Nasty Work Heavenly Father:snowflake::snowflake::snowflake::snowflake::snowflake::snowflake::snowflake::snowflake::snowflake::snowflake::snowflake::folded_hands:*,0
DHjSCYmxG8N,bkilroy2000,Sickening,0
DHjSCYmxG8N,oldschool_vs_everybody,That’s our president. Say it pu$$ies,0
DHjSCYmxG8N,j_b_wilder,Trump is a man of the people FOR the people!:United_States::United_States::United_States:,0
DHjSCYmxG8N,marlolambertibobb_semple,Using tax payers money for the finer things in life. Such a great example,0
DHjSCYmxG8N,monteynbonus,"STOP STOP My God, how many millions of dollars do I have in my bank account, who do I send it to?",0
DHjSCYmxG8N,the_jillian5,Gross,0
DHjSCYmxG8N,pedramjamehbozorg,:clapping_hands:,0
DHjSCYmxG8N,sidewayz_520,,0
DHjSCYmxG8N,deadliftsandsquats4life,:red_heart::red_heart::red_heart::red_heart::red_heart:,0
DHjSCYmxG8N,pauridesla,"Pélame esta!
Digo peleame esta :face_with_tears_of_joy:",0
DHjSCYmxG8N,catholic.catholic,:party_popper::party_popper::party_popper::party_popper:,0
DHjSCYmxG8N,sonicboon,Damn—his hands really are pretty puny.,0
DHjSCYmxG8N,laurenfastlane,,0
DHjSCYmxG8N,itsmoh1234,:red_heart::red_heart:,0
DHjSCYmxG8N,heavyrelics,Dude is out here looking like a ghoul from Scooby Doo… definitely needs an upgrade in the foundation and concealer game :nauseated_face:,0
DHjSCYmxG8N,rjgaming3_,Let's go Huskers,0
DHjSCYmxG8N,pavlova160,:crying_face:,5
DHjSCYmxG8N,leslie_thebeloved,Y’all forget that President Obama was on every night show imaginable,1
DHjSCYmxG8N,america202524,Absolutely :red_heart: my president,0
DHjSCYmxG8N,dre.day10,President of the People. Love him.,0
DHjSCYmxG8N,holland_jl,Awesome to see a great President at a NCAA wrestling event. :fire:,1
DHjSCYmxG8N,c_s.f.3,"What a night, nice to see the sport get this level of attention and grow the fighting spirit in the country",0
DHjSCYmxG8N,nanakimsey,Trump is more concerned about his personal entertainment than anything else. Trump is so full of himself that it's sickening. Americans deserve better,0
DHjSCYmxG8N,sp.ydh4843,تخنن,0
DHjSCYmxG8N,astroro08,:star::star::star::star::star::star::star::star::star:,0
DHjSCYmxG8N,joecondorturner,"Wow, a wrestler like an F47 — never taking off.",0
DHjSCYmxG8N,plantbased_extraterrestrial,,0
DHjSCYmxG8N,itsmoh1234,Just president trump :red_heart::red_heart:,0
DHjSCYmxG8N,godsay_something,"God​ bless​ :United_States:, fight​ for​ America​:folded_hands_light_skin_tone:​:four_leaf_clover:​:yellow_heart:​:yellow_heart:​:yellow_heart:​:yellow_heart:​:yellow_heart:​",0
DHjSCYmxG8N,dhm.k2,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,0
DHjSCYmxG8N,blomannelise,:United_States::United_States::heart_suit::heart_suit::United_States::United_States:,0
DHjSCYmxG8N,leftybrooksboxing,The peoples champ :raising_hands:,0
DHjSCYmxG8N,surely_you_cant_be_serious_,,0
DHjSCYmxG8N,aspen.cupcake,L:heart_suit:VE Y:heart_suit:U President Trump!!!,0
DHjSCYmxG8N,noesmicirco,The GOAT :goat:,0
DHjSCYmxG8N,bryan7x,:red_heart::red_heart::red_heart::red_heart:,0
DHjSCYmxG8N,rpm2day,"Liberals hate this photo op but loved Bidens 10,000 pics with black disabled transgenders",4
DHjSCYmxG8N,sierra.maike2022,#impeatchtrump,0
DHjSCYmxG8N,reginald.anderson.9674,Who says Trump doesn't like niggas?:person_shrugging:,0
DHjSCYmxG8N,pjanadio,GOAT,12
DHjSCYmxG8N,_kwamealbert.pro,Coolest :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0
DHjSCYmxG8N,quintenbarnard,:red_heart::United_States:,0
DHjSCYmxG8N,puddinhead828,#47incompetent,0
DHjSCYmxG8N,droooooks,Even the most braindead MAGA is sick of watching this clown waste taxpayer $ on vanity trips,0
DHjSCYmxG8N,mcnite_caliba,TRUMP25,15
DHjSCYmxG8N,cjseess,An American flag should not be used as a cape or a blanket,0
DHjSCYmxG8N,_fa_r_za_d_,:smiling_face_with_heart-eyes::clapping_hands::fire::raising_hands::red_heart::clapping_hands::fire::raising_hands::red_heart::red_heart:,0
DHjSCYmxG8N,mytwogoodboys,A man for the people. :clapping_hands::saluting_face:,7
DHjSCYmxG8N,normalizerage,Is this AI,0
DHjSCYmxG8N,mackslastchild,"Trump, please don’t make that face.",0
DHjSCYmxG8N,angie_lokilla,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::fire::fire::fire::fire:,0
DHjSCYmxG8N,ada_porres,:raising_hands::red_heart::red_heart::red_heart:,0
DHjSCYmxG8N,makinitas_losangeles_,Props,0
DHjSCYmxG8N,sillyfabilu,,0
DHjSCYmxG8N,k777602,,0
DHjSCYmxG8N,raider_zay,#thatsmypresident :United_States:,11
DHjSCYmxG8N,sleeler69,:clapping_hands::clapping_hands::red_heart: USA USA USA :U.S._Outlying_Islands::U.S._Outlying_Islands::U.S._Outlying_Islands:,0
DHjSCYmxG8N,mike10dude,Would probably get booed at WrestleMania there fans seem to really hate him,0
DHjSCYmxG8N,shawn.green.5648,,0
DHjSCYmxG8N,democracy.for.us3,The lonely nerds who flock to MAGA think this geezer with his full diaper is manly. Embarrassing :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DHjSCYmxG8N,astrolog_taro_lyubima,:fire::fire::fire:,0
DHjSCYmxG8N,sully_2719,,0
DHjSCYmxG8N,jimjwilson,Dude is looking old and tired.,0
DHjSCYmxG8N,marielleles_,:raising_hands::raising_hands::raising_hands:,11
DHjSCYmxG8N,llap1966,:nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face:,0
DHjSCYmxG8N,zal.arajputana,Heat of flash:pleading_face:,0
DHjSCYmxG8N,democracy.for.us3,,0
DHjSCYmxG8N,manme49,:red_heart::red_heart::red_heart::red_heart::clapping_hands::clapping_hands::clapping_hands:,0
DHjSCYmxG8N,swahilistartv,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DHjSCYmxG8N,theskyesthelimit,How much did it cost American taxpayers for you to take this trip?,0
DHjSCYmxG8N,k777602,,0
DHjSCYmxG8N,auntiegeorge70,Gross,0
DHjSCYmxG8N,bruno.dossantospelegrini,Boa noite,2
DHjSCYmxG8N,bruno.dossantospelegrini,Bom dia,3
DHjSCYmxG8N,ray__parsons,"1●The Antichrist will come in his own name and be accepted. John 5:43
2●The Antichrist has a mouth of a Lion. Revelation 13:2
3●The Antichrist is Arrogant and Magnifies himself above others. Daniel 8:25
4●The Antichrist is extremely boastful. Daniel 7:8
5●The Antichrist will throw thruth to the ground. Daniel 8:12
6●The Antichrist will deny The Father and The Son. 1 John 2:22
7●The Antichrist will be a vile person. Daniel 11:21
8●The Antichrist will honor The God of Forces. Daniel 11:38
9●The Antichrist is connected to Gold. Revelation 13:18
10●The Antichrist is called the little horn (Little Trumpet) Daniel 7:8 
11●The Antichrist has a covenant with many. Daniel 9:27
12●The Antichrist is disguised as an Angel of light. 2 Corinthians 11:15
13●The Antichrist loves money which is the root of all Evil. 1 Timothy 6:10 
14●The Antichrist is revealed by the falling away. 2 Thessalonians 2:3
15●The Antichrist has the Ultimate Ego. 2 Thessalonians 2:4
EVERYONE THAT HAS BEEN DECEIVED BY THE ANTICHRIST WILL BE WEARING THE MARK OF THE BEAST ON THEIR FOREHEAD.",0
DHjSCYmxG8N,el_en3174,"Donald, you want to collect tariffs from ordinary people and give it to Elon Musk and your cabinet members as the tax cut? Is this your “America great“ for billionaires?",0
DHjSCYmxG8N,saxeybreest,Gross,0
DHjSCYmxG8N,yayiklem,I love you :face_blowing_a_kiss: :red_heart::United_States:,12
DHjSCYmxG8N,jrd3825,Best President EVER.,0
DHjSCYmxG8N,chadsnaturenotes,Now AI has a good reference for Drumpf pooping face:pile_of_poo::tangerine:,0
DHjSCYmxG8N,james_brooks_griffith,"Yeah, this bloated populism is doing nothing to help this country",0
DHjSCYmxG8N,jr._josemanuellopez,Thanks :folded_hands:President Trump :United_States::Puerto_Rico:,0
DHjSCYmxG8N,stepanyksergy,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::red_heart::red_heart::red_heart:,0
DHjSCYmxG8N,aguabendita5757,Don’t get distracted! Special elections April 1st!! :blue_heart::light_blue_heart::blue_heart::light_blue_heart:,0
DHjSCYmxG8N,lionelsworldeu,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::red_heart::raising_hands::raising_hands::raising_hands::raising_hands::raising_hands::red_heart:,0
DHjSCYmxG8N,3rd.world.son,Dear Leader is on pace to deplete the Secret Service budget faster than he did before.,0
DHjSCYmxG8N,mwarrixb,Trying to get attention?,0
DHjSCYmxG8N,ukraine_will_prevail_,Is this our president or a Chinese copy? What is happening to our country,0
DHjSCYmxG8N,ray__parsons,"While some narcissists may appear caring, they often lack genuine empathy and prioritize their own needs and admiration, leading to a tendency to exploit others for personal gain.",0
DHjSCYmxG8N,sjuanr3,Wish wrestlers had some balls instead of being bootlickers,27
DHjSCYmxG8N,ellie_sea,Ew.,0
DHjSCYmxG8N,melaniatrumprofile,:clapping_hands:,1
DHjSCYmxG8N,fredricksanders888,Blessings :dashing_away: :purple_heart:,0
DHjSCYmxG8N,imane.hamade1,:raising_hands::flexed_biceps::saluting_face::United_States::heart_suit::raised_fist_light_skin_tone::blue_heart::United_States::thumbs_up::white_heart::United_States::clapping_hands::clapping_hands::clapping_hands::raising_hands:,0
DHjSCYmxG8N,nicklingaitis,my president :fire:,0
DHjSCYmxG8N,salguero_jose,:folded_hands:,0
DHjSCYmxG8N,andreahershman,So much free time because musk and other Nazis running the white  house,0
DHjSCYmxG8N,kagurirejohn,:red_heart:,1
DHjSCYmxG8N,anttforte,People are actually finding a way to hate on this,8
DHjSCYmxG8N,mauritz_ettlin,Real life supervillain,0
DHjSCYmxG8N,ladipupo2024,Bruh better be at WrestleMania,0
DHjSCYmxG8N,thekotaway,:fire::fire::fire:,0
DHjSCYmxG8N,obliviovsx,Photo shoot time with tax payer money!,0
DHjSCYmxG8N,bradydacloud,,0
DHjSCYmxG8N,johnny.g23x,Our President esident is a winner :1st_place_medal::United_States::United_States::United_States::United_States:,0
DHjSCYmxG8N,batesd79,:clown_face:,0
DHjSCYmxG8N,smadden10,Another massive waste of tax payer dollars.,0
DHjSCYmxG8N,volcanic_321,,8
DHjSCYmxG8N,pal.gurjit35,:United_States:,0
DHjSCYmxG8N,mhmd_luffy1994,,2
DHjSCYmxG8N,magastupidityslayer,Trump trying to act tough is hilarious :face_with_tears_of_joy::face_with_tears_of_joy: HES A WEAK CRYBABY,8
DHjSCYmxG8N,christophertravelz,No one cares :clown_face:,0
DHjSCYmxG8N,pilotjosiahnaraidu_20,:folded_hands_medium_skin_tone::folded_hands_medium_skin_tone::United_States::United_States::fire::fire:,3
DHjSCYmxG8N,drevers,Bring it in my octaroon :handshake:,0
DHjSCYmxG8N,keceli_mina,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0
